EmployeeID,BenefitID,UsageFrequency,LastUsedDate,Age,Gender,Department,Tenure,BenefitType,BenefitSubType,BenefitCost,SatisfactionScore,Comments,age_group,tenure_group,subcat_401k Basic Matching,subcat_401k Catch-Up Contributions,subcat_401k High Contribution,subcat_401k Investment Fees,subcat_401k Maximum Matching,subcat_401k Standard Matching,subcat_After-School Care,subcat_Basic Coverage,subcat_Conference Attendance,subcat_Dependent Coverage,subcat_Family Membership,subcat_Graduate Degree,subcat_HDHP Individual,subcat_HMO Family,subcat_Healthcare FSA,subcat_Individual Courses,subcat_Monthly Communications,subcat_Monthly Internet Allowance,subcat_On-Site Infant Care,subcat_PPO Family,subcat_PPO Individual,subcat_Premium Discount Tier 1,subcat_Professional Certification,subcat_Supplemental High Amount,subcat_Supplemental Standard,subcat_Tier 1 Partners,subcat_Tier 2 Partners,subcat_Tier 3 Partners,subcat_Transit Subsidy,subcat_Undergraduate Degree,employee_segment,top1,top2,top3,bot1,bot2,bot3,seg_rec1,seg_rec2,seg_rec3,rec1,rec2,rec3
2752,20,3,2023-10-24,33,Female,HR,6,Tuition Reimbursement,Undergraduate Degree,489.96,5,Incredible support for education.,Millennials,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,Monthly Communications,HMO Family,Dependent Coverage,Healthcare FSA,After-School Care,On-Site Infant Care,Healthcare FSA,After-School Care,On-Site Infant Care,Tier 3 Partners,HMO Family,Individual Courses
4495,16,3,2023-10-16,45,Female,IT,22,Health Insurance,HDHP Individual,84.55,2,Not happy with the coverage options.,Gen X,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Undergraduate Degree,Conference Attendance,401k Standard Matching
2365,20,4,2023-10-14,49,Female,HR,10,Tuition Reimbursement,Undergraduate Degree,489.96,3,Helps but limited in scope.,Gen X,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,Healthcare FSA,401k High Contribution,Supplemental High Amount,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,Tier 3 Partners,Individual Courses,Supplemental Standard
2131,25,4,2024-06-18,23,Male,IT,2,Life Insurance,Supplemental Standard,774.91,2,Coverage is minimal.,Gen Z,New (0-2 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3,401k Basic Matching,401k Investment Fees,401k High Contribution,401k Catch-Up Contributions,Professional Certification,PPO Family,401k Catch-Up Contributions,Professional Certification,PPO Family,Supplemental High Amount,Professional Certification,Tier 1 Partners
2744,4,5,2024-03-26,58,Male,Sales,18,Retirement Plan,401k High Contribution,261.44,4,Good plan with decent returns.,Boomers,Senior (8+ years),False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Conference Attendance,HMO Family,HDHP Individual
2405,13,8,2024-02-28,45,Female,Marketing,23,Cell Phone Allowance,Monthly Communications,65.0,3,"Good, but sometimes difficult.",Gen X,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Supplemental Standard,Tier 2 Partners,401k Maximum Matching
2498,23,6,2024-02-27,63,Female,Marketing,17,Life Insurance,Supplemental High Amount,969.28,3,"Average, but necessary.",Boomers,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Basic Coverage,Supplemental Standard,PPO Individual
2170,21,0,2024-06-02,27,Female,Sales,6,Life Insurance,Basic Coverage,163.92,1,Disappointing service.,Millennials,Mid (3-7 years),False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,401k High Contribution,Supplemental High Amount,Premium Discount Tier 1,HDHP Individual,On-Site Infant Care,Undergraduate Degree,HDHP Individual,On-Site Infant Care,Undergraduate Degree,401k Maximum Matching,401k High Contribution,401k Basic Matching
2024,8,0,2023-12-16,60,Female,Sales,9,Wellness Programs,Premium Discount Tier 1,125.0,5,"Generous vacation days, very happy.",Boomers,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Conference Attendance,HMO Family,HDHP Individual
3039,1,9,2023-10-04,36,Female,IT,2,Retirement Plan,401k Basic Matching,876.21,5,Top-notch retirement plan.,Millennials,New (0-2 years),True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,401k Basic Matching,401k Investment Fees,401k High Contribution,401k Catch-Up Contributions,Professional Certification,PPO Family,401k Catch-Up Contributions,Professional Certification,PPO Family,Supplemental Standard,Conference Attendance,Tier 2 Partners
4279,22,5,2023-10-07,61,Female,Finance,37,Health Insurance,HMO Family,624.0,2,Not happy with the coverage options.,Boomers,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,Healthcare FSA,401k High Contribution,Supplemental High Amount,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,401k High Contribution,Tier 3 Partners,Tier 2 Partners
1280,25,1,2024-02-09,24,Female,Sales,5,Life Insurance,Supplemental Standard,774.91,5,Great peace of mind for my family.,Gen Z,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,401k High Contribution,Supplemental High Amount,Premium Discount Tier 1,HDHP Individual,On-Site Infant Care,Undergraduate Degree,HDHP Individual,On-Site Infant Care,Undergraduate Degree,Monthly Internet Allowance,401k Investment Fees,Undergraduate Degree
1444,28,3,2023-09-02,40,Female,IT,9,Life Insurance,Dependent Coverage,165.54,1,Disappointing service.,Gen X,Senior (8+ years),False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Undergraduate Degree,Conference Attendance,401k Standard Matching
4387,24,2,2023-08-10,24,Female,Marketing,6,Gym Membership,Tier 3 Partners,780.78,1,Membership is not very useful.,Gen Z,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,401k High Contribution,Supplemental High Amount,Premium Discount Tier 1,HDHP Individual,On-Site Infant Care,Undergraduate Degree,HDHP Individual,On-Site Infant Care,Undergraduate Degree,401k Basic Matching,Supplemental Standard,401k High Contribution
210,11,0,2023-11-09,65,Female,HR,37,Health Insurance,PPO Family,928.75,2,Not happy with the coverage options.,Boomers,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2,Healthcare FSA,401k High Contribution,Supplemental High Amount,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,Healthcare FSA,HMO Family,Transit Subsidy
2907,26,0,2023-12-05,56,Male,IT,19,Gym Membership,Family Membership,519.66,2,Not many locations available.,Boomers,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Tier 3 Partners,401k Catch-Up Contributions,Monthly Internet Allowance
469,9,7,2024-06-20,52,Female,Marketing,16,Professional Development,Conference Attendance,850.0,5,Perfect for my work-life balance.,Gen X,Senior (8+ years),False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Supplemental Standard,Tier 2 Partners,401k Maximum Matching
4741,11,3,2024-03-11,29,Female,Sales,11,Health Insurance,PPO Family,928.75,1,"Terrible service, would not recommend.",Millennials,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,401k Basic Matching,401k Investment Fees,401k High Contribution,401k Catch-Up Contributions,Professional Certification,PPO Family,401k Catch-Up Contributions,Professional Certification,PPO Family,401k High Contribution,Supplemental High Amount,401k Catch-Up Contributions
3199,13,10,2023-11-03,35,Female,IT,6,Cell Phone Allowance,Monthly Communications,65.0,4,"Very flexible, I appreciate it.",Millennials,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Monthly Communications,HMO Family,Dependent Coverage,Healthcare FSA,After-School Care,On-Site Infant Care,Healthcare FSA,After-School Care,On-Site Infant Care,401k Basic Matching,PPO Family,401k Catch-Up Contributions
2504,10,4,2023-08-08,33,Female,Finance,4,Childcare,On-Site Infant Care,915.48,1,Difficult to find suitable care.,Millennials,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,Monthly Communications,HMO Family,Dependent Coverage,Healthcare FSA,After-School Care,On-Site Infant Care,Healthcare FSA,After-School Care,On-Site Infant Care,401k High Contribution,Supplemental High Amount,401k Maximum Matching
3815,18,5,2023-12-14,45,Female,Sales,21,Retirement Plan,401k Investment Fees,743.01,3,"Standard, nothing exceptional.",Gen X,Senior (8+ years),False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Undergraduate Degree,Individual Courses,HMO Family
2518,22,0,2024-05-09,48,Male,IT,5,Health Insurance,HMO Family,624.0,3,"Satisfactory, but could improve.",Gen X,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,Conference Attendance,401k High Contribution,PPO Family,401k Maximum Matching,401k Standard Matching,HDHP Individual,401k Maximum Matching,401k Standard Matching,HDHP Individual,Undergraduate Degree,401k High Contribution,401k Investment Fees
3595,17,3,2023-08-30,23,Female,Finance,1,Retirement Plan,401k Catch-Up Contributions,509.65,5,Top-notch retirement plan.,Gen Z,New (0-2 years),False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Monthly Communications,HMO Family,Dependent Coverage,Healthcare FSA,After-School Care,On-Site Infant Care,Healthcare FSA,After-School Care,On-Site Infant Care,PPO Individual,Family Membership,Monthly Communications
3056,26,6,2023-09-26,30,Female,Finance,3,Gym Membership,Family Membership,519.66,2,Not many locations available.,Millennials,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Monthly Communications,HMO Family,Dependent Coverage,Healthcare FSA,After-School Care,On-Site Infant Care,Healthcare FSA,After-School Care,On-Site Infant Care,401k Investment Fees,401k High Contribution,Supplemental High Amount
3724,7,3,2023-11-20,22,Female,Sales,3,Flexible Spending Account,Healthcare FSA,450.0,1,Barely any time off given.,Gen Z,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,401k High Contribution,Supplemental High Amount,Premium Discount Tier 1,HDHP Individual,On-Site Infant Care,Undergraduate Degree,HDHP Individual,On-Site Infant Care,Undergraduate Degree,Supplemental Standard,401k Investment Fees,Undergraduate Degree
3703,19,9,2023-08-12,23,Male,IT,1,Gym Membership,Tier 2 Partners,343.73,2,Not many locations available.,Gen Z,New (0-2 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,401k Basic Matching,401k Investment Fees,401k High Contribution,401k Catch-Up Contributions,Professional Certification,PPO Family,401k Catch-Up Contributions,Professional Certification,PPO Family,Graduate Degree,Supplemental High Amount,Professional Certification
3694,13,3,2024-08-04,29,Female,Marketing,5,Cell Phone Allowance,Monthly Communications,65.0,2,Not much flexibility offered.,Millennials,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,401k High Contribution,Supplemental High Amount,Premium Discount Tier 1,HDHP Individual,On-Site Infant Care,Undergraduate Degree,HDHP Individual,On-Site Infant Care,Undergraduate Degree,Monthly Internet Allowance,Dependent Coverage,Tier 2 Partners
3347,10,10,2023-08-21,29,Female,IT,8,Childcare,On-Site Infant Care,915.48,3,Helps a bit with childcare costs.,Millennials,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3,401k Basic Matching,401k Investment Fees,401k High Contribution,401k Catch-Up Contributions,Professional Certification,PPO Family,401k Catch-Up Contributions,Professional Certification,PPO Family,After-School Care,Dependent Coverage,Premium Discount Tier 1
4093,4,3,2023-11-28,26,Male,IT,7,Retirement Plan,401k High Contribution,261.44,2,Returns are not as expected.,Millennials,Mid (3-7 years),False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Monthly Communications,HMO Family,Dependent Coverage,Healthcare FSA,After-School Care,On-Site Infant Care,Healthcare FSA,After-School Care,On-Site Infant Care,401k Basic Matching,Monthly Communications,PPO Family
2820,4,0,2024-06-02,58,Male,IT,25,Retirement Plan,401k High Contribution,261.44,4,Good plan with decent returns.,Boomers,Senior (8+ years),False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Tier 2 Partners,Tier 3 Partners,401k Catch-Up Contributions
1788,27,6,2023-10-19,44,Male,Marketing,14,Retirement Plan,401k Maximum Matching,913.01,1,Unhappy with this benefit.,Gen X,Senior (8+ years),False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Supplemental Standard,Tier 2 Partners,Graduate Degree
4032,7,0,2024-05-07,52,Male,Finance,2,Flexible Spending Account,Healthcare FSA,450.0,2,Could use more vacation time.,Gen X,New (0-2 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,Healthcare FSA,401k High Contribution,Supplemental High Amount,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,Monthly Communications,Tier 1 Partners,Graduate Degree
3129,9,2,2024-06-30,61,Female,Marketing,30,Professional Development,Conference Attendance,850.0,2,Not much flexibility offered.,Boomers,Senior (8+ years),False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Basic Coverage,Supplemental Standard,PPO Individual
3919,21,2,2023-09-28,55,Female,IT,32,Life Insurance,Basic Coverage,163.92,2,Coverage is minimal.,Boomers,Senior (8+ years),False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Tier 2 Partners,Tier 3 Partners,401k Catch-Up Contributions
4919,13,0,2024-06-11,30,Female,Sales,3,Cell Phone Allowance,Monthly Communications,65.0,1,Inconvenient and inefficient.,Millennials,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,401k High Contribution,Supplemental High Amount,Premium Discount Tier 1,HDHP Individual,On-Site Infant Care,Undergraduate Degree,HDHP Individual,On-Site Infant Care,Undergraduate Degree,401k Maximum Matching,401k High Contribution,401k Basic Matching
3277,14,9,2024-06-30,50,Female,Marketing,13,Gym Membership,Tier 1 Partners,73.36,2,Not many locations available.,Gen X,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Supplemental Standard,Tier 2 Partners,401k Maximum Matching
1449,23,0,2024-04-03,24,Male,IT,6,Life Insurance,Supplemental High Amount,969.28,2,Coverage is minimal.,Gen Z,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,Monthly Communications,HMO Family,Dependent Coverage,Healthcare FSA,After-School Care,On-Site Infant Care,Healthcare FSA,After-School Care,On-Site Infant Care,PPO Individual,401k Standard Matching,HDHP Individual
455,17,4,2024-05-05,50,Female,IT,30,Retirement Plan,401k Catch-Up Contributions,509.65,1,Unhappy with this benefit.,Gen X,Senior (8+ years),False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Undergraduate Degree,Conference Attendance,401k Standard Matching
3065,19,0,2024-03-28,34,Female,HR,3,Gym Membership,Tier 2 Partners,343.73,5,Fantastic benefit! I use it daily.,Millennials,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,Monthly Communications,HMO Family,Dependent Coverage,Healthcare FSA,After-School Care,On-Site Infant Care,Healthcare FSA,After-School Care,On-Site Infant Care,Tier 3 Partners,HMO Family,Individual Courses
4008,3,2,2023-09-22,43,Male,HR,5,Commuter Benefits,Transit Subsidy,325.0,3,Average amount of vacation days.,Gen X,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,Conference Attendance,401k High Contribution,PPO Family,401k Maximum Matching,401k Standard Matching,HDHP Individual,401k Maximum Matching,401k Standard Matching,HDHP Individual,Basic Coverage,HMO Family,Supplemental High Amount
653,8,4,2024-04-05,22,Male,Marketing,4,Wellness Programs,Premium Discount Tier 1,125.0,3,Average amount of vacation days.,Gen Z,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,401k High Contribution,Supplemental High Amount,Premium Discount Tier 1,HDHP Individual,On-Site Infant Care,Undergraduate Degree,HDHP Individual,On-Site Infant Care,Undergraduate Degree,401k Basic Matching,Supplemental Standard,401k High Contribution
2051,18,5,2023-10-20,65,Male,Sales,7,Retirement Plan,401k Investment Fees,743.01,1,Unhappy with this benefit.,Boomers,Mid (3-7 years),False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,401k High Contribution,Supplemental High Amount,Premium Discount Tier 1,HDHP Individual,On-Site Infant Care,Undergraduate Degree,HDHP Individual,On-Site Infant Care,Undergraduate Degree,Monthly Communications,401k Maximum Matching,Healthcare FSA
2132,9,0,2024-02-03,38,Male,Sales,6,Professional Development,Conference Attendance,850.0,2,Not much flexibility offered.,Millennials,Mid (3-7 years),False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,401k High Contribution,Supplemental High Amount,Premium Discount Tier 1,HDHP Individual,On-Site Infant Care,Undergraduate Degree,HDHP Individual,On-Site Infant Care,Undergraduate Degree,401k Maximum Matching,401k High Contribution,401k Basic Matching
3675,22,0,2023-08-10,49,Male,HR,20,Health Insurance,HMO Family,624.0,3,"Satisfactory, but could improve.",Gen X,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,Healthcare FSA,401k High Contribution,Supplemental High Amount,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,Tier 3 Partners,Individual Courses,Supplemental Standard
1651,3,2,2024-03-05,45,Male,Marketing,21,Commuter Benefits,Transit Subsidy,325.0,5,"Generous vacation days, very happy.",Gen X,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Supplemental Standard,Tier 2 Partners,401k Maximum Matching
2826,22,5,2023-11-26,44,Female,IT,21,Health Insurance,HMO Family,624.0,2,Not happy with the coverage options.,Gen X,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Undergraduate Degree,Conference Attendance,401k Standard Matching
2911,12,5,2024-04-28,50,Male,HR,30,Tuition Reimbursement,Graduate Degree,824.53,1,Not worth the hassle.,Gen X,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,Healthcare FSA,401k High Contribution,Supplemental High Amount,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,Tier 3 Partners,Individual Courses,Supplemental Standard
3520,3,4,2023-08-19,34,Female,Sales,10,Commuter Benefits,Transit Subsidy,325.0,4,Sufficient time off provided.,Millennials,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,401k Basic Matching,401k Investment Fees,401k High Contribution,401k Catch-Up Contributions,Professional Certification,PPO Family,401k Catch-Up Contributions,Professional Certification,PPO Family,Supplemental High Amount,401k Catch-Up Contributions,401k Investment Fees
2960,24,9,2023-10-07,54,Male,HR,6,Gym Membership,Tier 3 Partners,780.78,5,Fantastic benefit! I use it daily.,Gen X,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4,Conference Attendance,401k High Contribution,PPO Family,401k Maximum Matching,401k Standard Matching,HDHP Individual,401k Maximum Matching,401k Standard Matching,HDHP Individual,Professional Certification,Basic Coverage,HMO Family
1832,27,10,2024-01-18,29,Female,Sales,6,Retirement Plan,401k Maximum Matching,913.01,2,Returns are not as expected.,Millennials,Mid (3-7 years),False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,401k High Contribution,Supplemental High Amount,Premium Discount Tier 1,HDHP Individual,On-Site Infant Care,Undergraduate Degree,HDHP Individual,On-Site Infant Care,Undergraduate Degree,401k High Contribution,401k Basic Matching,401k Standard Matching
4710,14,5,2024-06-25,53,Male,Finance,6,Gym Membership,Tier 1 Partners,73.36,3,"It's okay, I use it occasionally.",Gen X,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4,Conference Attendance,401k High Contribution,PPO Family,401k Maximum Matching,401k Standard Matching,HDHP Individual,401k Maximum Matching,401k Standard Matching,HDHP Individual,Tier 3 Partners,401k High Contribution,Undergraduate Degree
81,2,0,2024-04-15,64,Female,HR,7,Health Insurance,PPO Individual,706.93,2,Not happy with the coverage options.,Boomers,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4,Conference Attendance,401k High Contribution,PPO Family,401k Maximum Matching,401k Standard Matching,HDHP Individual,401k Maximum Matching,401k Standard Matching,HDHP Individual,After-School Care,Supplemental Standard,Basic Coverage
3171,2,0,2024-06-01,60,Male,IT,24,Health Insurance,PPO Individual,706.93,1,"Terrible service, would not recommend.",Boomers,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5,Supplemental Standard,HMO Family,401k Maximum Matching,After-School Care,Dependent Coverage,On-Site Infant Care,After-School Care,Dependent Coverage,On-Site Infant Care,Tier 2 Partners,Tier 3 Partners,401k Catch-Up Contributions
2049,13,3,2024-02-15,48,Male,Sales,3,Cell Phone Allowance,Monthly Communications,65.0,2,Not much flexibility offered.,Gen X,Mid (3-7 years),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,401k High Contribution,Supplemental High Amount,Premium Discount Tier 1,HDHP Individual,On-Site Infant Care,Undergraduate Degree,HDHP Individual,On-Site Infant Care,Undergraduate Degree,Conference Attendance,Supplemental High Amount,Professional Certification
734,12,0,2023-09-19,63,Male,Finance,20,Tuition Reimbursement,Graduate Degree,824.53,1,Not worth the hassle.,Boomers,Senior (8+ years),False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,Healthcare FSA,401k High Contribution,Supplemental High Amount,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,On-Site Infant Care,Premium Discount Tier 1,PPO Individual,401k High Contribution,HMO Family,Tier 3 Partners
